C00092  D-Glucose 6-phosphate,,
Query,Target,Similarity score
C00092,C00092,1
,,
,,
C00092,C00352,0.882353
,,
C00092,C05345,0.860465
,,
C00092,C00117,0.764706
,,
C00092,C00354,0.690141
C00092,C00345,0.641026
C00092,C01236,0.6
,,
C00092,C00103,0.584158
,,
,,
,,
C00092,C00446,0.576355
,,
C00092,C03878,0.542289
C00092,C00093,0.52439
,,
,,
C00092,C00119,0.513944
,,
,,
,,
C00092,C01094,0.495327
C00092,C00279,0.47541
C00092,C00055,0.461538
,,
,,
C00092,C00105,0.461538
,,
,,
,,
,,
,,
C00092,C04442,0.448598
,,
,,
,,
C00092,C00199,0.428571
C00092,C00020,0.413793
,,
,,
,,
,,
,,
,,
,,
C00092,C00130,0.413793
,,
,,
,,
,,
,,
,,
,,
,,
C00092,C00364,0.402214
,,
,,
,,
,,
,,
,,
,,
C00092,C00144,0.4
,,
,,
,,
,,
C00092,C00112,0.395349
,,
,,
C00092,C00015,0.395349
,,
C00092,C00118,0.373626
,,
,,
C00092,C00008,0.359517
,,
C00092,C00197,0.354167
,,
,,
,,
C00092,C00575,0.353135
,,
,,
,,
,,
,,
C00092,C00035,0.348974
,,
,,
C00092,C00063,0.348974
,,
,,
C00092,C00075,0.348974
,,
,,
C00092,C00631,0.34715
,,
,,
C00092,C00942,0.341853
,,
,,
,,
,,
C00092,C00002,0.320755
,,
C00092,C00044,0.312336
,,
C00092,C00459,0.306818
,,
,,
,,
C00092,C01159,0.293103
,,
,,
,,
C00092,C00029,0.279621
,,
,,
,,
,,
C00092,C01228,0.279621
,,
,,
C00092,C00493,0.266968
,,
,,
C00092,C00043,0.263858
,,
,,
C00092,C00111,0.25
,,
,,
C00092,C00003,0.228407
,,
,,
,,
,,
,,
,,
C00092,C00004,0.228407
,,
,,
C00092,C00010,0.217712
,,
,,
C00092,C00006,0.212121
,,
,,
,,
,,
,,
,,
C00092,C00005,0.212121
,,
,,
C00092,C00024,0.206294
,,
C00092,C00016,0.191626
,,
C00092,C00074,0.190476
,,
,,
C00092,C00227,0.15
C00092,C00169,0.15
C00092,C00022,0
,,
,,
,,
,,
C00092,C00158,0
,,
,,
,,
C00092,C00451,0
,,
C00092,C00026,0
,,
,,
,,
C00092,C00042,0
,,
,,
,,
C00092,C00122,0
,,
,,
C00092,C00149,0
,,
,,
,,
,,
,,
,,
C00092,C00036,0
,,
,,
,,
,,
,,
C00092,C00048,0
,,
,,
C00092,C00166,0
,,
,,
,,
,,
,,
C00092,C00864,0
,,
,,
C00092,C00155,0
,,
,,
C00092,C00037,0
,,
,,
C00092,C00065,0
,,
,,
,,
C00092,C00073,0
,,
,,
C00092,C00049,0
,,
,,
,,
C00092,C00051,0
,,
,,
,,
,,
,,
C00092,C00127,0
,,
,,
,,
C00092,C00315,0
,,
C00092,C00417,0
,,
C00092,C00116,0
,,
,,
,,
C00092,C00152,0
,,
C00092,C00135,0
,,
C00092,C00079,0
,,
C00092,C00123,0
,,
,,
,,
C00092,C00263,0
,,
C00092,C00097,0
,,
C00092,C00077,0
,,
,,
,,
C00092,C02291,0
C00092,C00033,0
,,
,,
,,
C05345  beta-D-Fructose 6-phosphate,,
Query,Target,Similarity score
C05345,C05345,1
,,
C05345,C00092,0.860465
,,
,,
C05345,C00117,0.851852
,,
C05345,C00354,0.791045
C05345,C00352,0.758242
,,
C05345,C00345,0.641026
C05345,C01094,0.584158
C05345,C01236,0.584158
,,
C05345,C00119,0.557377
,,
,,
,,
C05345,C00093,0.52439
,,
,,
C05345,C00055,0.507937
,,
,,
C05345,C00105,0.507937
,,
,,
,,
,,
,,
C05345,C00103,0.495327
,,
,,
,,
C05345,C00446,0.488372
,,
C05345,C00279,0.47541
C05345,C00020,0.453901
,,
,,
,,
,,
,,
,,
,,
C05345,C00130,0.453901
,,
,,
,,
,,
,,
,,
,,
,,
C05345,C00364,0.450382
,,
,,
,,
,,
,,
,,
,,
C05345,C04442,0.448598
,,
,,
,,
C05345,C03878,0.448598
C05345,C00144,0.438356
,,
,,
,,
,,
C05345,C00112,0.433447
,,
,,
C05345,C00015,0.433447
,,
C05345,C00199,0.428571
C05345,C00008,0.393189
,,
C05345,C00035,0.381381
,,
,,
C05345,C00063,0.381381
,,
,,
C05345,C00075,0.381381
,,
,,
C05345,C00118,0.373626
,,
,,
C05345,C00197,0.354167
,,
,,
,,
C05345,C00002,0.349862
,,
C05345,C00631,0.34715
,,
,,
C05345,C00459,0.341108
,,
,,
,,
C05345,C00044,0.340483
,,
C05345,C00029,0.307506
,,
,,
,,
,,
C05345,C01228,0.304348
,,
,,
C05345,C00116,0.296296
,,
,,
,,
C05345,C01159,0.293103
,,
,,
,,
C05345,C00043,0.286682
,,
,,
C05345,C00493,0.261261
,,
,,
C05345,C00111,0.25
,,
,,
C05345,C00003,0.247563
,,
,,
,,
,,
,,
,,
C05345,C00004,0.247563
,,
,,
C05345,C00010,0.235955
,,
,,
C05345,C00006,0.229656
,,
,,
,,
,,
,,
,,
C05345,C00005,0.229656
,,
,,
C05345,C00024,0.223404
,,
C05345,C00016,0.207178
,,
C05345,C00074,0.190476
,,
,,
C05345,C00575,0.164773
,,
,,
,,
,,
,,
C05345,C00942,0.160221
,,
,,
,,
,,
C05345,C00227,0.15
C05345,C00169,0.15
C05345,C00864,0.145038
,,
,,
C05345,C00263,0.138614
,,
C05345,C00065,0.094527
,,
,,
,,
C05345,C00022,0
,,
,,
,,
,,
C05345,C00158,0
,,
,,
,,
C05345,C00451,0
,,
C05345,C00026,0
,,
,,
,,
C05345,C00042,0
,,
,,
,,
C05345,C00122,0
,,
,,
C05345,C00149,0
,,
,,
,,
,,
,,
,,
C05345,C00036,0
,,
,,
,,
,,
,,
C05345,C00048,0
,,
,,
C05345,C00166,0
,,
,,
,,
,,
,,
C05345,C00155,0
,,
,,
C05345,C00037,0
,,
,,
C05345,C00073,0
,,
,,
C05345,C00049,0
,,
,,
,,
C05345,C00051,0
,,
,,
,,
,,
,,
C05345,C00127,0
,,
,,
,,
C05345,C00315,0
,,
C05345,C00417,0
,,
C05345,C00152,0
,,
C05345,C00135,0
,,
C05345,C00079,0
,,
C05345,C00123,0
,,
,,
,,
C05345,C00097,0
,,
C05345,C00077,0
,,
,,
,,
C05345,C02291,0
C05345,C00033,0
,,
,,
,,
"C00354  D-Fructose 1,6-bisphosphate",,
Query,Target,Similarity score
C00354,C00354,1
C00354,C05345,0.791045
,,
C00354,C01094,0.791045
C00354,C00092,0.690141
,,
,,
C00354,C00103,0.690141
,,
,,
,,
C00354,C00117,0.683168
,,
C00354,C00446,0.682243
,,
C00354,C00352,0.61435
,,
C00354,C00345,0.531915
C00354,C01236,0.487603
,,
